id,name,link,Average prices,Cuisine,Meals,Restaurant features,Good for,Open Hours,Address,Location,Phone Number
572,Mekong View Tower Restaurant and Skybar,/Restaurant_Review-g293940-d5966554-Reviews-Mekong_View_Tower_Restaurant_and_Skybar-Phnom_Penh.html,,,,,,,"Wat Chas Road, Chroy Changva, Russei Keo, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23 432 201
573,Vanakkam India restaurant & guest house,/Restaurant_Review-g293940-d7790665-Reviews-Vanakkam_India_restaurant_guest_house-Phnom_Penh.html,,"Indian, Vegetarian Friendly","Breakfast, Lunch, Dinner","Delivery, Takeout, Seating, Waitstaff","Child-friendly, Cheap Eats","Sunday
09:00 - 23:00


Monday
09:00 - 23:00


Tuesday
09:00 - 23:00


Wednesday
09:00 - 23:00


Thursday
09:00 - 23:00


Friday
09:00 - 23:00


Saturday
09:00 - 23:00","148 #19, Street | Off Riverside Road, Sangkat Phar Kondal, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85510896123
574,Bellagio Cafe,/Restaurant_Review-g293940-d8556214-Reviews-Bellagio_Cafe-Phnom_Penh.html,,"Asian, Taiwanese",,,,,"No.30, Road 225, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",017-982-231
575,Emperors of China,/Restaurant_Review-g293940-d3750952-Reviews-Emperors_of_China-Phnom_Penh.html,"US$5 -
US$50",Chinese,"Breakfast, Lunch, Dinner","Reservations, Waitstaff, Parking Available, Street Parking, Free Off-Street Parking, Television, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Takeout, Seating, Wheelchair Accessible",,"Sunday
07:00 - 14:0018:00 - 22:00


Monday
07:00 - 14:0018:00 - 22:00


Tuesday
07:00 - 14:0018:00 - 22:00


Wednesday
07:00 - 14:0018:00 - 22:00


Thursday
07:00 - 14:0018:00 - 22:00


Friday
07:00 - 14:0018:00 - 22:00


Saturday
07:00 - 14:0018:00 - 22:00","19, Street 163, Poland Republic Blvd | Sangkat Veal Khan 7 Makara, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",8.55236E+11
576,50 Cents Cafe,/Restaurant_Review-g293940-d2640317-Reviews-50_Cents_Cafe-Phnom_Penh.html,,International,,,,"Monday
08:00 - 20:00


Tuesday
08:00 - 20:00


Wednesday
08:00 - 20:00


Thursday
08:00 - 20:00


Friday
08:00 - 20:00


Saturday
08:00 - 20:00","#105, Street 19, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
577,Krahom Noodle Bar,/Restaurant_Review-g293940-d7368138-Reviews-Krahom_Noodle_Bar-Phnom_Penh.html,,Asian,,,,,"Street 322, #204, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",236697222
578,Momo Izakaya,/Restaurant_Review-g293940-d3681067-Reviews-Momo_Izakaya-Phnom_Penh.html,"US$3 -
US$11",,,,Cheap Eats,"Sunday
11:00 - 23:00


Monday
11:00 - 23:00


Tuesday
11:00 - 23:00


Wednesday
11:00 - 23:00


Thursday
11:00 - 23:00


Friday
11:00 - 23:00


Saturday
11:00 - 23:00","#42, st 23, Chey Chomneas, Doun penh, Phnom Penh 243561, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523991008
579,Culinary Cafe,/Restaurant_Review-g293940-d9456182-Reviews-Culinary_Cafe-Phnom_Penh.html,,"Asian, Indonesian",,,,"Sunday
10:00 - 20:00


Tuesday
10:00 - 20:00


Wednesday
10:00 - 20:00


Thursday
10:00 - 20:00


Friday
10:00 - 20:00


Saturday
10:00 - 20:00","#245, Street 63 | Boeung Keng Kang 1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",15 561 311
580,Nick's Bar,/Restaurant_Review-g293940-d8590087-Reviews-Nick_s_Bar-Phnom_Penh.html,,"American, Pizza, Fast food",,,,,"No. 153 Pasteur | Near Golden Sorya Mall, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",77698671
581,De Yue Lou Chinese Restaurant,/Restaurant_Review-g293940-d9828532-Reviews-De_Yue_Lou_Chinese_Restaurant-Phnom_Penh.html,,,,,,,"Monivong Blvd, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
582,Capitol Restaurant,/Restaurant_Review-g293940-d8822408-Reviews-Capitol_Restaurant-Phnom_Penh.html,,,,,,,"182 No. 14 Street | Corner of Sok Hok, Phnom Penh 13253, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23217072
583,Occ Asian Cuisine,/Restaurant_Review-g293940-d8264493-Reviews-Occ_Asian_Cuisine-Phnom_Penh.html,,Chinese,,,,,"#04-06-08-10, ST. Northbridge Sangkat Teuk Thlar, Khan Sen Sok, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",86779500
584,Qingye Restaurant,/Restaurant_Review-g293940-d9802918-Reviews-Qingye_Restaurant-Phnom_Penh.html,,,,,,,"No. 52, Charle De Gaulle St (217), Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
585,Red Kitchen,/Restaurant_Review-g293940-d8406901-Reviews-Red_Kitchen-Phnom_Penh.html,,"Italian, French, Asian",,,,"Sunday
10:00 - 21:00


Tuesday
10:00 - 21:00


Wednesday
10:00 - 21:00


Thursday
10:00 - 21:00


Friday
10:00 - 21:00


Saturday
10:00 - 21:00","No. 243B, Street 63 | Beoung Keng Kang 1 District, Khan Chamkamon, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523210163
586,Green Pepper,/Restaurant_Review-g293940-d1807257-Reviews-Green_Pepper-Phnom_Penh.html,,"Asian, Cambodian",,,,"Sunday
08:00 - 22:00


Monday
08:00 - 22:00


Tuesday
08:00 - 22:00


Wednesday
08:00 - 22:00


Thursday
08:00 - 22:00


Friday
08:00 - 22:00


Saturday
08:00 - 22:00","6F Sothearos Blvd., Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
587,Anjali Northern Indian Restaurant,/Restaurant_Review-g293940-d7744444-Reviews-Anjali_Northern_Indian_Restaurant-Phnom_Penh.html,,Indian,,,,,"#4, St. 93, Boeung Kak, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
588,Wau Restaurant,/Restaurant_Review-g293940-d3845271-Reviews-Wau_Restaurant-Phnom_Penh.html,,"Asian, Cambodian, Malaysian",,"Reservations, Waitstaff",,"Sunday
07:00 - 21:00


Monday
07:00 - 21:00


Tuesday
07:00 - 21:00


Wednesday
07:00 - 21:00


Thursday
07:00 - 21:00


Friday
07:00 - 21:00


Saturday
07:00 - 21:00","63 NO.103A, Street | Preah Trasak Paem Blvd,, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85581887090
589,Dragon House,/Restaurant_Review-g293940-d2168755-Reviews-Dragon_House-Phnom_Penh.html,"US$2 -
US$4","Asian, Italian, Cambodian","Breakfast, Dinner, After-hours","Reservations, Waitstaff",,,"Street 130 # 11 Beside Mekong Blue | SK Phsar Kandal 2, Khan Don Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",012 232 600
590,The Pizza Company,/Restaurant_Review-g293940-d1128587-Reviews-The_Pizza_Company-Phnom_Penh.html,,"Pizza, Italian","Lunch, Dinner, After-hours","Delivery, Takeout, Seating, Waitstaff, Serves Alcohol","Cheap Eats, Child-friendly","Sunday
10:00 - 22:00


Monday
10:00 - 22:00


Tuesday
10:00 - 22:00


Wednesday
10:00 - 22:00


Thursday
10:00 - 22:00


Friday
10:00 - 22:00


Saturday
10:00 - 22:00","Sorya Shopping Center, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",[855] 23 880 880
591,Le Rit's,/Restaurant_Review-g293940-d1220123-Reviews-Le_Rit_s-Phnom_Penh.html,,"Asian, Cambodian","Breakfast, Lunch, Dinner","Reservations, Waitstaff, Seating",,,"71 street 240, Phnom Penh 855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",855-23-213-160
592,Sinh Food Guest House and Restaurant,/Restaurant_Review-g293940-d3188795-Reviews-Sinh_Food_Guest_House_and_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",Lunch,Waitstaff,,,"#323Eo, Sisowath Quay, Sangkat Chey Chumneas, Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",016666216-016859959
593,Wellor,/Restaurant_Review-g293940-d7234542-Reviews-Wellor-Phnom_Penh.html,,"Asian, Korean, Cambodian",,,,,"#71, Street #446, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)92757412
594,Aram boddhi tree,/Restaurant_Review-g293940-d1758859-Reviews-Aram_boddhi_tree-Phnom_Penh.html,,European,,,,,"street 244 | Sangkat Chaktomuk, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
595,Cafe&Bar CONY,/Restaurant_Review-g293940-d3749199-Reviews-Cafe_Bar_CONY-Phnom_Penh.html,"US$2 -
US$30",Italian,,,Bar Scene,"Sunday
11:00 - 23:30


Monday
11:00 - 23:30


Tuesday
11:00 - 23:30


Wednesday
11:00 - 23:30


Thursday
11:00 - 23:30


Friday
11:00 - 23:30


Saturday
11:00 - 23:30","F1, St466, Btk Plaza, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 66-46-9991
596,Mumtaz Indian Restaurant,/Restaurant_Review-g293940-d2071522-Reviews-Mumtaz_Indian_Restaurant-Phnom_Penh.html,"US$2 -
US$10","Indian, Asian","Lunch, Dinner, After-hours","Delivery, Reservations, Waitstaff",,"Sunday
09:30 - 23:00


Monday
09:30 - 23:00


Tuesday
09:30 - 23:00


Wednesday
09:30 - 23:00


Thursday
09:30 - 23:00


Friday
09:30 - 23:00


Saturday
09:30 - 23:00","Street63, Shop # 162 | Phnom Penh, Phnom Penh 2345, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+85523726761
597,Ruby Seafood Restaurant,/Restaurant_Review-g293940-d9582269-Reviews-Ruby_Seafood_Restaurant-Phnom_Penh.html,,"Chinese, Seafood",,,,,"Confederation de la Russie Blvd | In front of Phnom Penh International Airport, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",88 6008 608
598,East India Curry,/Restaurant_Review-g293940-d6155031-Reviews-East_India_Curry-Phnom_Penh.html,,Indian,,Reservations,,,"No. 9, Street 114, Phnom Penh No. 9, Street 114, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",23992007
599,Mao's,/Restaurant_Review-g293940-d1926339-Reviews-Mao_s-Phnom_Penh.html,"US$3 -
US$10","Bar, Asian, Cambodian, American","Lunch, Dinner",Waitstaff,Bar Scene,,"Street 106 & Corner Sisowath, Phnom Penh 12202, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+85523992726
600,Cafe Namu,/Restaurant_Review-g293940-d3671593-Reviews-Cafe_Namu-Phnom_Penh.html,,International,,,,"Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00


Saturday
07:00 - 22:00","#28E Street 310 | Boeung Keng Kang 1 Commune Chamkar Mon District, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855(0)023-220 074
601,Asmak 81 Restaurant,/Restaurant_Review-g293940-d3845299-Reviews-Asmak_81_Restaurant-Phnom_Penh.html,,"Asian, Malaysian",,,,"Sunday
06:30 - 22:30


Monday
06:30 - 22:30


Tuesday
06:30 - 22:30


Wednesday
06:30 - 22:30


Thursday
06:30 - 22:30


Friday
06:30 - 22:30


Saturday
06:30 - 22:30","20B, St 154, Sangkat Phsa Thmei 3 | Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
602,Sarpino's Pizzeria,/Restaurant_Review-g293940-d2573638-Reviews-Sarpino_s_Pizzeria-Phnom_Penh.html,,"Italian, Pizza",Lunch,,,,"99 Northbridge Blvd, Sangkat Beung Rang | Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
603,Pepper Lunch,/Restaurant_Review-g293940-d10107296-Reviews-Pepper_Lunch-Phnom_Penh.html,"US$5 -
US$10","Japanese, Steakhouse, Seafood, Barbecue",,,,,"132 Samdach Sothearos Blvd | Aeon Mall, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85515888178
604,BonChon,/Restaurant_Review-g293940-d8726765-Reviews-BonChon-Phnom_Penh.html,,"Asian, Korean",,,,,"Sothearos Blvd | Phnom Pen Center, Aeon Mall, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",962662366
605,KOI Cafe,/Restaurant_Review-g293940-d8323676-Reviews-KOI_Cafe-Phnom_Penh.html,,,,,,"Sunday
09:00 - 21:30


Monday
09:00 - 21:30


Tuesday
09:00 - 21:30


Wednesday
09:00 - 21:30


Thursday
09:00 - 21:30


Friday
09:00 - 21:30


Saturday
09:00 - 21:30","66 Preah Monivong Blvd, Phnom Penh 12202, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)92 880 880
606,De Art Hotel & Restaurant,/Restaurant_Review-g293940-d10195291-Reviews-De_Art_Hotel_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",,,,,"No 9,10,11,12 Street 106 | Sangkat Wat Phnom Khan Duan Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",70311168
607,Baitong Restaurant,/Restaurant_Review-g293940-d1557349-Reviews-Baitong_Restaurant-Phnom_Penh.html,"US$2 -
US$10","Asian, Fusion, Vietnamese, Cambodian",Lunch,"Reservations, Waitstaff",Local cuisine,,"No. 7 Street 360, BKK1, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",092 500 400
608,Baan Thai,/Restaurant_Review-g293940-d1389823-Reviews-Baan_Thai-Phnom_Penh.html,"US$2 -
US$7","Asian, Thai, Cambodian",,"Delivery, Takeout, Outdoor Seating, Buffet","Romantic, Local cuisine",,"#13 Street 99, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",092 275 702
609,Le Glacage,/Restaurant_Review-g293940-d8650253-Reviews-Le_Glacage-Phnom_Penh.html,,,,,,"Sunday
09:00 - 21:00


Monday
09:00 - 21:00


Tuesday
09:00 - 21:00


Wednesday
09:00 - 21:00


Thursday
09:00 - 21:00


Friday
09:00 - 21:00


Saturday
09:00 - 21:00","360 No. 85AE, Street | Sangkat Boeng Keng Kang Iii, Khan Chamkar Mon, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12 345 356
610,Paddy's sports bar and restuarant,/Restaurant_Review-g293940-d3222253-Reviews-Paddy_s_sports_bar_and_restuarant-Phnom_Penh.html,,Diner,"Lunch, Breakfast, Dinner","Seating, Waitstaff",,,"Sisowath St, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
611,Brothers' Pizza,/Restaurant_Review-g293940-d3296662-Reviews-Brothers_Pizza-Phnom_Penh.html,"US$4 -
US$12","Italian, Pizza, Asian, Cambodian",Breakfast,"Reservations, Outdoor Seating","Cheap Eats, Romantic, Groups, Child-friendly",,"315 No. 67-69, Street | Sangkat Boeung Kok II, Opposite Psa Muan Ang, Khan Tuol Kork,, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",8.55235E+11
612,Bougainvillier Restaurant,/Restaurant_Review-g293940-d2153937-Reviews-Bougainvillier_Restaurant-Phnom_Penh.html,"US$5 -
US$10","French, European, Cambodian","Dinner, After-hours","Waitstaff, Serves Alcohol, Reservations, Seating",Special Occasion Dining,,"Sisowath, Quay (river side). | #277C, Phnom Penh +855, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",(+855) 23 220 528
613,Khmer World Food Court,/Restaurant_Review-g293940-d6883168-Reviews-Khmer_World_Food_Court-Phnom_Penh.html,"US$2 -
US$5","Asian, Cambodian","Lunch, Dinner",,,,"# 132 Street Samdach Sothearos, Sangkat Tonle Bassac, Khan Chamkamorn, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)23 901 777
614,Rock Grill and BBQ,/Restaurant_Review-g293940-d6899193-Reviews-Rock_Grill_and_BBQ-Phnom_Penh.html,,Barbecue,,,,"Sunday
07:00 - 23:00


Monday
07:00 - 23:00


Tuesday
07:00 - 23:00


Wednesday
07:00 - 23:00


Thursday
07:00 - 23:00


Friday
07:00 - 23:00


Saturday
07:00 - 23:00","76, St. 63 Preah Trasak Paem, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523966351
615,Heng Heng Oyster,/Restaurant_Review-g293940-d9608990-Reviews-Heng_Heng_Oyster-Phnom_Penh.html,,Seafood,,,,,"| Corner of Norodom Boulevard and Street 154, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",017-58-11-88
616,The Indian Delight,/Restaurant_Review-g293940-d2441462-Reviews-The_Indian_Delight-Phnom_Penh.html,,"Asian, Vegetarian Friendly, Indian, Middle Eastern, Pakistani","Dinner, Lunch","Reservations, Seating, Waitstaff",,,"St 104, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",099 590752
617,Gong Cha,/Restaurant_Review-g293940-d7793102-Reviews-Gong_Cha-Phnom_Penh.html,,Cafe,,Seating,,,"20E0, Pasteur, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)98777221
618,Pho24,/Restaurant_Review-g293940-d8658390-Reviews-Pho24-Phnom_Penh.html,,,,,,,"Samdach Sothearos Blvd, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 10 570 000
619,Tummour Cambodia,/Restaurant_Review-g293940-d8726181-Reviews-Tummour_Cambodia-Phnom_Penh.html,,Thai,,,,,"#294A, St. 63 Corner 400 | Sangkhat Beoung Keng Kang I, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",069 259 777
620,Golden Noura Villa Pub & Restaurant,/Restaurant_Review-g293940-d2519110-Reviews-Golden_Noura_Villa_Pub_Restaurant-Phnom_Penh.html,,"Asian, Cambodian","Breakfast, Dinner, After-hours","Reservations, Seating, Serves Alcohol",,,"#33, St 178, Sangkat Chey Chum Nas, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 99 19 00
621,Memphis Pub,/Restaurant_Review-g293940-d1907339-Reviews-Memphis_Pub-Phnom_Penh.html,,"Bar, Pub",,Reservations,,,"#3, Street 118, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",60 744 338
622,Penthouse Rooftop Restaurant & Bar,/Restaurant_Review-g293940-d5973504-Reviews-Penthouse_Rooftop_Restaurant_Bar-Phnom_Penh.html,,"European, Asian, Cambodian",Drinks,Waitstaff,,"Sunday
15:00 - 00:00


Monday
15:00 - 00:00


Tuesday
15:00 - 00:00


Wednesday
15:00 - 00:00


Thursday
15:00 - 00:00


Friday
15:00 - 01:00


Saturday
15:00 - 01:00","5 Street 51 | Corner of street 278 and 51, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85570305005
623,Shandong Restaurant,/Restaurant_Review-g293940-d8263659-Reviews-Shandong_Restaurant-Phnom_Penh.html,,Chinese,,,,,"No. 103, Street 136, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",12851386/12886966
624,Phsar Chas Fried Chicken,/Restaurant_Review-g293940-d5997043-Reviews-Phsar_Chas_Fried_Chicken-Phnom_Penh.html,,Fast food,,,,,"Street 110, Near the Pld Market, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
625,THE ROYAL COURT RESTAURANT,/Restaurant_Review-g293940-d7647218-Reviews-THE_ROYAL_COURT_RESTAURANT-Phnom_Penh.html,,Fast food,,,,,"57 No. 11, St. | Beung Keng Kang, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)23224218
626,New Sea Restaurant,/Restaurant_Review-g293940-d9606466-Reviews-New_Sea_Restaurant-Phnom_Penh.html,US$10,"Chinese, European, Asian, Thai, Cambodian",,,,,"139 116 Street, Phnom Penh 13253, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)23882603
627,Chado,/Restaurant_Review-g293940-d7698009-Reviews-Chado-Phnom_Penh.html,,"Asian, Cambodian",,,,,"197, Street 19, Sangkat Cheychomneas, Khan Daunpenh., Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",319377777
628,Mlop Savy 99,/Restaurant_Review-g293940-d7319160-Reviews-Mlop_Savy_99-Phnom_Penh.html,,"Asian, Cambodian",,,,,"384 No. 51, St. 173, Corner of St., Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
629,Canton Restaurant,/Restaurant_Review-g293940-d7800242-Reviews-Canton_Restaurant-Phnom_Penh.html,,,,,,,"184 No. 103A, Keo Chea (St. | Corner of Preah Trasak Paem (St. 63), Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 228 828
630,POPTEA Night Market,/Restaurant_Review-g293940-d5501515-Reviews-POPTEA_Night_Market-Phnom_Penh.html,,Cafe,,Takeout,,"Sunday
17:00 - 23:00


Friday
17:00 - 23:00


Saturday
17:00 - 23:00","Phnom-Penh Riverside | close by old market by the riverside, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 638 8848
631,Jumbowl Mumbowl,/Restaurant_Review-g293940-d7607529-Reviews-Jumbowl_Mumbowl-Phnom_Penh.html,,,,,,"Sunday
09:30 - 21:30


Monday
09:30 - 21:30


Tuesday
09:30 - 21:30


Wednesday
09:30 - 21:30


Thursday
09:30 - 21:30


Friday
09:30 - 21:30


Saturday
09:30 - 21:30","Samdach Sothearos, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 69 313 518
632,Highway Sandwich Shop,/Restaurant_Review-g293940-d7196180-Reviews-Highway_Sandwich_Shop-Phnom_Penh.html,,,,,,,"#41, Street 450, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",17732552
633,Nana Cafe,/Restaurant_Review-g293940-d5956862-Reviews-Nana_Cafe-Phnom_Penh.html,,Vietnamese,,,,,"Street 163, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
634,Simply Fresh Sandwich bar & cafe,/Restaurant_Review-g293940-d4743888-Reviews-Simply_Fresh_Sandwich_bar_cafe-Phnom_Penh.html,,,,,,"Sunday
07:00 - 22:00


Monday
07:00 - 22:00


Tuesday
07:00 - 22:00


Wednesday
07:00 - 22:00


Thursday
07:00 - 22:00


Friday
07:00 - 22:00


Saturday
07:00 - 22:00","#22 St 51 Sangkat Phasar Thei III Khan Daun Penh, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",023 6969 692
635,Pizzeria Matteo Phnom Penh,/Restaurant_Review-g293940-d10516897-Reviews-Pizzeria_Matteo_Phnom_Penh-Phnom_Penh.html,"US$8 -
US$21",Italian,,,,"Sunday
11:00 - 15:0017:30 - 23:00


Monday
11:00 - 15:0017:30 - 23:00


Tuesday
11:00 - 15:0017:30 - 23:00


Wednesday
11:00 - 15:0017:30 - 23:00


Thursday
11:00 - 15:0017:30 - 23:00


Friday
11:00 - 15:0017:30 - 23:00


Saturday
11:00 - 15:0017:30 - 23:00","No. 21Eo, Street 466 | Sangkat Tonle Bassac, Khan Chamkarmorn, Phnom Penh 12301, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)70 370 672
636,Tous Les Jours Total La GARE,/Restaurant_Review-g293940-d10699203-Reviews-Tous_Les_Jours_Total_La_GARE-Phnom_Penh.html,US$99,"Cafe, Fast food",,,,,"Between street 108 & Russian BLVD, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",85523430890
637,Khmer Thai restaurant XO,/Restaurant_Review-g293940-d8537428-Reviews-Khmer_Thai_restaurant_XO-Phnom_Penh.html,,,,,,,"163 No470 FE street | 50 m du Bvd Mao Ts_ toung, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",11910912
638,Gateway Cafe,/Restaurant_Review-g293940-d8342313-Reviews-Gateway_Cafe-Phnom_Penh.html,,,,,,,"68B Street 1011, Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
639,Lucky Bright Restaurant,/Restaurant_Review-g293940-d2488745-Reviews-Lucky_Bright_Restaurant-Phnom_Penh.html,,"Asian, Cambodian",,,,,"No. 6, Ang Eng (St. 13), Phnom Penh, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",
640,PRASATs Bar & Restaurant,/Restaurant_Review-g293940-d8746612-Reviews-PRASATs_Bar_Restaurant-Phnom_Penh.html,US$50,"European, Asian",,,,,"1 #13, Str.400, Boeung Keng Kang | Chamkarmorn, Phnom Penh 12000, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+(855)23995644
641,Hidechantei Japanese Restaurant and Tavern,/Restaurant_Review-g293940-d6424310-Reviews-Hidechantei_Japanese_Restaurant_and_Tavern-Phnom_Penh.html,"US$5 -
US$20",Japanese,,,"Cheap Eats, Child-friendly","Sunday
11:30 - 14:0018:00 - 22:00


Monday
11:30 - 14:0018:00 - 22:00


Tuesday
11:30 - 14:0018:00 - 22:00


Wednesday
11:30 - 14:0018:00 - 22:00


Thursday
11:30 - 14:0018:00 - 22:00


Friday
11:30 - 14:0018:00 - 22:00


Saturday
11:30 - 14:0018:00 - 22:00","St 41Z,166C,Tonle Basak, Chamkar Mon, Phnom Penh 12101, Cambodia","Asia
  >  Cambodia
  >  Phnom Penh",+855 23 650 1556
